"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",17914,22212,24843,22717,16644,19939,25573,10678,14307,7921,25569,19677,16591,24053,19672,23794,10277,13212,10278,15446,25152,23517,21034,10967,21709,18541,13243,16545,14201,22266,12704,13757,21830,21449,13251,17398,22966,16722,10533,9707,12354,17820,15066,11609,8776,9069,21357,25569,23610,14646,13433,15244,13493,23794,18932,23217,8776,13723,10370,20520,13424,24122,20893,20101,17175,9707,22752,21677,25421,9583,8518,18095,23163,14842,25315,12107,14397,14921,9681,20594,6741,22832,6681,13366,14013,19079,11152,11676,20259,6909,10411,23401,6884,8635,22143,13987,15588,13634,11890,13483
"2",13846,16568,17690,15346,14523,7182,9002,22487,14130,7560,7456,18795,12308,9048,11950,14124,13204,20798,6833,12437,15319,23236,11091,14637,17858,9044,11987,8385,8008,10532,12990,22227,12750,18273,17220,21811,7297,18204,19065,8413,20530,14262,21919,10340,23228,13507,12998,23925,11705,15241,8867,13393,11657,11668,7392,11705,23886,19424,14851,22438,19776,24611,20551,22711,13707,15212,23921,18980,20122,20926,8834,16068,10332,7028,8236,8646,25079,9141,12889,11351,20201,9645,20180,7780,25102,21217,14734,22123,22866,20845,20843,13621,7327,15118,15651,17993,13635,13097,6854,19630
"3",22659,25593,14534,12810,8448,18150,12254,25201,18463,17046,22656,9423,11342,21757,15415,12096,12037,13174,7224,23307,12841,20669,19414,21523,19919,11289,15455,14136,21735,14290,9719,22499,15503,16506,18751,7958,14157,17911,20025,18228,22735,8046,12820,15349,9760,22284,13502,12395,20754,16514,17811,16518,9545,22917,16007,15991,20739,20367,23225,24578,22406,22750,20007,9148,24962,17206,14841,24981,24614,13426,9559,23354,8309,20116,15183,25314,8268,23739,17076,8163,14777,20147,14797,16349,11789,24643,13664,21208,10412,14751,17644,8226,24223,10029,7116,10393,8142,7096,10384,9427
"4",20704,21538,7904,8439,23345,14974,13849,8448,25578,14285,6797,21497,7555,23007,14108,16174,21489,17148,22465,7746,23279,24750,23608,25279,12442,12016,16964,16944,23240,7257,24623,14194,11589,21009,19035,15305,12741,7674,20953,24329,24339,19481,24117,24725,23601,23608,24623,22032,23605,17558,19391,12608,17727,12964,10117,12138,15213,22058,18944,13712,8803,22816,20540,23066,10848,20560,6910,18292,18096,8267,15189,21674,14773,23168,11773,16855,12224,15670,10435,11403,25109,19360,18640,23730,12245,9138,9652,21979,15104,9655,12640,24802,15637,23403,11830,9853,13080,17612,17996,24661
"5",20477,13175,10242,7527,21760,15419,23332,8452,7545,7187,18456,18116,11507,17661,16617,18111,8991,21276,16982,12251,22609,20673,21479,6457,8738,9504,14142,11954,6677,6497,12487,12496,13155,17769,11596,6772,7182,22239,24340,15093,19630,19243,11030,19452,24130,20365,10651,22927,12744,11260,13446,6605,11499,13726,7052,15586,21854,9996,11478,15219,6952,19869,17549,24157,7386,13402,17520,9557,25073,19883,21894,11067,21178,7357,22084,11803,9683,11655,13148,11786,12238,20584,24652,12249,16142,15106,13327,19369,22869,9655,20846,24902,19147,24758,16362,18915,16124,17099,10004,7607
"6",7528,17695,17782,19515,25210,17721,22197,15397,24808,21507,16596,22175,10510,9023,9386,10949,16510,6740,17134,13569,19556,7614,14589,11006,16031,15253,6730,6491,18752,15057,18515,24013,7609,21843,18494,24326,22460,22680,13273,13269,18733,23677,6523,21800,16678,24131,11484,24505,23149,10117,11929,7431,7049,25388,17149,14705,22442,12958,16406,24612,25070,8508,20299,10315,9212,21904,16323,15676,9205,14025,23385,10056,16337,16305,15150,11745,17963,17965,19766,24660,7040,11407,15171,14844,18911,11417,20188,17649,16899,9658,7270,16883,8903,12650,8575,14375,22371,22884,21234,17992
"7",15023,7565,23048,6785,9330,8956,16655,23548,22217,10477,12029,14959,15403,22552,14556,18462,25185,22169,14993,10962,17670,10965,18173,23287,21820,18799,16737,9271,23525,10537,11325,25532,10528,21024,14596,15365,21392,8759,24295,25467,22234,11614,17685,9083,23982,16248,16379,20972,14177,13377,10124,22035,10644,10671,15240,16776,23893,11117,7195,9999,23657,19830,19039,10671,19382,10301,8801,23938,24999,24941,21865,9944,11691,24612,22051,14775,11931,18605,21679,16439,12892,8646,13639,8934,13005,14422,16300,24887,8882,20130,17628,17268,21587,24239,7098,10381,17087,14379,22890,22688
"8",9413,10912,17701,17921,20689,16201,15342,12253,18841,21076,18459,25400,24303,14557,17073,7188,9813,10701,11338,19543,6830,14993,12652,20441,16172,11537,16621,10635,17862,25522,14123,20674,9391,10289,9381,15365,15040,18428,6728,8757,24393,21005,10163,11982,25520,13278,23956,20968,20976,21777,18182,7384,7501,6974,24121,23679,24134,18274,19880,7411,7004,13404,7835,11446,6907,14845,10836,18968,21153,16439,15553,23921,21893,9158,24149,14931,10063,21211,14389,24856,12897,13306,11786,23755,16317,11732,13093,19138,13105,17268,13615,7765,8135,10002,23415,15875,6855,12196,7079,15636
"9",10917,21309,13557,10253,10231,10253,14288,16202,7561,11510,17892,24833,14331,16541,10490,21755,25145,22639,10281,21748,9379,14103,20686,15017,12447,21706,10513,20782,20651,7587,12480,7083,16973,25507,22507,19646,14208,13405,15071,15079,19261,19233,12521,11269,15288,7275,8146,7714,18709,14636,25405,7878,17518,22028,7714,18962,20533,18577,9929,8814,14842,19038,14456,6959,18300,11430,18603,22809,24595,16433,24155,10765,22833,21332,23363,13024,22836,9695,7847,9903,6888,12247,8168,20235,21222,19132,13980,20207,20190,8609,21623,15642,20831,9105,15119,12659,17614,24245,7352,13719
"10",11523,14532,15812,13184,15427,18462,23547,22638,9349,20500,8455,15387,7911,7599,7205,24405,15847,25558,15018,12040,23290,9836,25536,11548,22168,19974,14979,7260,16602,15481,10995,20683,19503,15070,20015,9806,10206,23582,21807,17705,23979,14631,6604,18559,13287,9754,17732,12378,11102,20058,11949,16387,19830,25022,17149,17139,20298,19415,21111,9231,11710,17172,8068,14678,24631,13705,15183,11668,20113,13918,18984,20349,14775,20572,20576,23357,17085,24888,15887,19316,20209,22853,6676,6899,14787,9118,12247,17116,11148,25114,17123,22346,25351,17999,9855,17629,23407,7494,24242,22588
