"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",4,7,4,8,6,5,8,8,5,8,4,4,3,4,3,3,8,7,8,5,4,3,8,5,3,4,7,8,3,8,8,7,4,8,5,7,5,8,7,6,8,4,3,7,8,5,8,6,4,6,6,6,5,4,6,7,5,6,7,6,3,5,6,6,5,5,6,8,3,5,3,4,5,6,6,5,6,4,5,4,3,5,7,6,5,7,4,5,4,4,3,4,6,3,7,7,4,4,4,8
"2",3,6,8,8,7,4,8,8,7,7,3,8,3,8,5,7,5,8,3,4,5,5,6,8,4,7,3,4,4,7,8,5,7,3,4,3,3,3,4,8,4,3,7,8,4,7,4,4,8,3,5,8,6,3,7,6,5,5,5,5,8,7,5,4,6,6,6,5,8,5,6,7,4,5,6,8,6,6,6,7,5,4,6,5,5,4,7,5,6,5,7,6,7,5,5,5,5,5,6,3
"3",8,4,4,6,3,5,8,5,4,6,8,8,6,3,5,8,8,6,6,3,6,3,4,3,7,3,4,4,4,3,8,8,7,8,6,4,8,3,4,8,4,5,4,8,4,8,8,4,6,7,6,8,3,4,6,5,6,7,4,8,6,6,5,8,6,5,5,8,4,3,6,5,7,4,5,6,8,5,4,6,7,7,6,5,6,3,7,4,7,4,7,4,4,5,5,6,8,6,5,7
"4",8,4,6,6,7,4,4,4,8,3,3,5,8,8,3,3,3,3,3,8,6,3,7,8,6,4,5,5,8,7,7,4,7,7,7,3,5,8,3,4,4,6,8,5,4,6,6,6,5,6,5,6,6,3,4,5,7,7,4,5,6,8,6,6,3,6,5,5,5,4,8,6,6,6,5,4,5,7,7,4,6,6,4,4,7,7,4,5,4,7,7,4,6,7,4,7,4,5,5,7
"5",6,8,3,8,5,6,8,4,8,8,5,3,3,8,8,5,5,3,5,3,3,3,8,4,6,3,3,7,7,7,4,4,3,8,8,4,7,3,5,4,3,7,3,7,7,7,7,8,3,8,4,5,5,3,3,5,4,7,3,3,5,3,8,3,6,4,3,6,3,7,4,7,3,4,5,4,5,7,5,5,4,4,7,5,6,7,7,7,4,4,4,6,4,7,5,6,6,6,6,4
"6",6,8,7,4,8,4,3,5,3,5,6,7,5,7,8,4,8,6,3,8,6,8,4,3,7,8,5,3,6,3,5,4,8,3,7,6,8,7,7,3,8,7,6,8,5,3,7,8,5,4,8,4,5,7,8,7,3,6,6,5,5,8,5,7,5,5,6,3,7,5,6,5,5,5,5,6,6,5,7,7,5,7,4,7,4,7,7,5,4,4,5,7,7,7,6,5,4,4,4,3
"7",5,6,7,5,8,6,5,3,3,6,8,5,3,5,7,5,3,6,3,6,3,3,4,8,4,4,3,7,7,4,4,4,3,4,4,4,5,3,6,3,8,8,3,6,5,3,3,7,6,7,4,3,6,6,6,4,7,6,8,5,6,3,5,6,8,8,3,3,5,8,5,5,5,8,5,6,3,5,6,7,4,5,7,4,6,4,6,6,5,6,7,5,4,5,6,4,5,6,5,7
"8",5,4,5,6,8,3,7,7,4,5,6,5,3,7,3,8,8,5,3,3,3,6,3,8,4,8,3,3,3,7,7,4,7,5,7,4,7,4,8,3,4,7,7,8,3,4,5,3,4,6,3,6,3,6,8,8,4,5,7,3,6,5,5,6,7,4,8,8,3,8,8,5,6,8,6,3,4,7,8,7,4,7,4,4,6,5,4,5,7,6,4,7,6,5,4,5,4,6,5,3
"9",7,4,8,8,6,8,8,3,5,6,7,7,6,5,5,5,5,6,6,3,5,5,8,3,6,4,8,4,8,8,6,3,4,4,8,4,3,7,8,7,4,8,4,4,8,3,6,4,5,7,8,7,7,8,7,7,4,6,6,6,8,3,5,5,5,8,3,5,6,6,8,7,6,5,8,6,6,7,6,5,6,5,7,5,6,5,5,6,6,5,7,4,7,4,4,5,7,6,4,6
"10",4,3,4,3,6,8,5,8,3,3,7,3,8,4,3,4,5,3,8,6,8,8,8,5,6,3,3,7,4,8,7,4,7,8,8,4,7,7,4,4,8,3,4,6,3,8,4,7,3,8,4,4,4,8,6,3,6,5,5,5,6,7,5,5,8,8,7,6,3,6,6,5,6,5,3,5,7,7,5,5,5,7,4,3,5,7,4,7,6,5,7,5,3,6,5,6,6,5,7,5
"11",6,4,7,3,7,4,7,8,8,4,3,8,3,5,4,3,8,3,8,6,3,6,3,5,5,3,7,3,5,5,6,8,6,4,7,4,7,3,3,7,3,4,6,7,7,7,3,6,7,8,3,3,6,5,4,4,6,3,7,4,5,4,5,8,8,3,6,8,5,8,6,8,6,6,3,8,7,6,4,7,7,4,5,4,6,7,4,7,6,4,5,6,6,5,6,6,6,7,5,5
