"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",355,714,644,678,571,384,788,393,761,644,451,377,465,311,279,228,248,603,314,449
"2",331,541,527,466,399,230,335,357,685,781,452,437,517,751,526,464,455,264,228,366
"3",503,655,513,239,465,459,477,323,226,656,418,376,546,460,679,281,772,350,348,200
"4",607,652,282,309,249,422,448,688,245,592,765,776,451,725,770,504,212,332,512,435
"5",724,413,791,601,557,781,626,409,516,234,265,322,406,643,647,742,432,721,631,234
"6",711,683,363,585,385,633,782,755,417,480,635,326,201,615,737,585,241,683,512,793
"7",438,502,402,727,705,407,214,466,422,673,665,343,574,787,433,432,677,329,733,556
"8",730,606,597,726,366,427,446,658,505,594,324,339,702,777,786,511,415,300,472,463
"9",393,760,479,720,472,307,765,439,688,592,494,599,552,772,645,727,461,680,474,212
"10",491,385,230,411,781,279,553,527,341,350,373,623,768,696,287,474,220,467,388,261
"11",311,288,558,406,574,743,552,416,259,654,433,423,684,569,553,732,707,492,355,715
"12",775,714,253,633,358,450,354,755,295,786,605,292,291,544,244,625,663,382,275,619
"13",670,351,560,355,694,218,254,561,443,440,554,368,584,647,289,653,653,452,317,290
"14",377,200,469,405,702,339,644,709,202,485,239,494,444,656,231,512,559,535,309,443
"15",463,233,308,562,215,340,525,326,385,759,411,788,550,377,417,351,351,314,498,352
"16",728,660,396,796,359,772,595,777,669,678,275,453,597,757,603,233,517,680,247,634
"17",570,687,636,333,334,655,413,249,380,426,633,738,574,302,278,301,232,755,422,727
"18",327,476,522,521,323,695,305,703,313,742,725,262,720,668,649,252,279,729,288,694
"19",663,517,675,632,254,338,490,637,706,524,596,487,389,352,686,654,511,474,738,577
"20",606,614,379,437,514,762,445,388,398,312,345,247,720,628,298,549,660,565,272,224
