"1",51
"2",19
"3",49
"4",62
"5",41
"6",42
"7",1
"8",20
"9",6
"10",45
"11",31
"12",63
"13",20
"14",47
"15",22
"16",48
"17",52
"18",5
"19",12
"20",19
"21",12
"22",58
"23",10
"24",62
"25",16
"26",6
"27",11
"28",62
"29",59
"30",33
"31",56
"32",25
"33",28
"34",16
"35",56
"36",12
"37",13
"38",26
"39",16
"40",25
"41",26
"42",59
"43",30
"44",32
"45",44
"46",12
"47",42
"48",69
"49",24
"50",45
"51",66
"52",36
"53",60
"54",36
"55",14
"56",55
"57",20
"58",22
"59",14
"60",37
