"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",7,9,4,9,11,8,3,4,9,11,11,12,10,8,3,7,13,3,10,8,10,9,3,11,9,11,8,3,7,5
"2",5,11,3,5,3,9,8,6,6,10,7,11,4,4,3,5,4,10,12,11,12,8,10,5,3,6,6,10,10,13
"3",8,10,12,3,9,6,7,12,7,3,7,5,7,6,12,10,11,3,10,6,7,4,11,5,10,13,7,3,3,4
"4",3,4,11,9,12,5,4,11,9,13,5,9,9,8,4,8,7,10,8,4,12,8,8,5,13,11,7,11,3,6
"5",8,7,7,11,9,12,5,13,10,10,11,5,8,6,10,11,4,10,9,7,8,6,7,3,9,6,4,8,12,3
"6",7,9,6,11,4,7,6,12,12,4,7,11,4,4,9,9,5,13,6,6,8,5,8,7,5,9,8,6,6,6
"7",11,10,10,10,10,9,6,3,7,11,5,11,5,3,9,9,7,6,6,3,7,8,9,12,13,13,8,6,7,7
"8",3,4,7,3,11,11,6,7,13,6,12,5,8,6,10,6,12,3,6,9,10,6,6,10,6,11,5,4,5,3
"9",7,7,10,10,5,9,8,7,9,11,4,9,7,6,12,8,9,5,7,5,12,9,11,12,4,8,3,10,7,12
"10",12,9,11,7,4,10,7,10,12,3,7,10,6,6,10,9,6,12,10,9,4,5,4,3,10,12,9,4,7,7
"11",5,3,12,6,6,7,10,7,6,4,7,11,10,5,11,5,8,11,5,6,11,3,7,9,11,10,11,4,9,9
"12",12,9,5,9,5,11,6,9,8,3,5,8,4,10,11,10,4,7,5,9,5,12,6,12,11,5,5,10,8,7
"13",7,9,5,7,4,3,7,4,6,8,7,4,7,9,10,5,9,6,12,11,5,11,12,11,5,7,7,3,9,7
"14",4,6,8,11,12,9,12,5,8,3,11,12,8,5,9,10,10,6,8,7,5,4,8,7,12,6,9,11,10,8
"15",6,4,9,10,3,5,5,7,8,9,4,12,7,8,3,6,10,9,11,7,6,10,8,11,6,6,7,4,5,8
"16",4,9,8,8,4,5,12,5,10,4,11,6,9,8,10,7,11,3,3,8,5,6,6,5,5,5,4,8,5,4
"17",9,6,4,6,9,7,6,7,12,7,7,11,4,8,11,11,5,6,5,9,9,7,10,10,8,8,10,3,12,4
"18",5,10,9,7,4,7,11,4,12,13,5,8,6,4,7,9,10,11,8,11,11,10,8,7,6,5,9,9,6,3
"19",10,3,10,11,5,12,11,11,11,9,4,4,11,10,11,10,12,12,13,11,5,12,12,4,11,8,9,4,4,5
"20",7,10,10,11,9,7,11,11,10,4,8,9,12,4,4,6,8,11,3,8,12,10,10,9,10,11,6,12,11,12
"21",9,6,10,6,10,9,11,6,8,7,11,11,4,3,12,5,7,9,12,6,9,6,10,8,10,12,4,7,5,5
"22",12,11,4,6,7,7,12,11,7,11,6,5,3,6,5,10,8,3,3,11,9,7,10,5,13,11,10,6,6,10
"23",7,9,5,7,12,9,4,4,6,5,4,11,8,7,11,9,11,8,4,11,12,4,9,13,6,3,12,8,3,11
"24",10,8,6,4,5,5,12,9,7,6,5,10,8,7,12,11,11,10,3,3,5,4,13,3,7,9,9,8,8,7
"25",12,9,6,12,9,4,6,6,9,5,13,6,11,12,4,3,10,7,9,12,3,12,9,13,12,5,8,11,5,9
"26",11,5,11,5,7,9,5,8,5,5,10,7,11,11,10,10,6,7,7,3,11,8,8,12,8,10,9,4,8,12
"27",8,4,6,9,11,9,8,6,12,6,11,5,11,9,11,3,4,12,6,10,4,11,4,9,3,11,10,4,9,7
"28",3,7,5,4,12,12,5,4,11,8,7,12,6,3,10,7,7,11,4,7,10,4,6,4,5,9,6,8,3,6
"29",7,5,3,6,13,7,8,5,6,4,4,12,9,12,11,3,9,6,7,5,12,11,4,10,5,4,5,10,7,5
"30",8,12,9,5,3,9,10,12,7,3,6,7,9,5,7,10,8,3,4,10,11,10,10,6,9,10,3,9,4,12
