"1",25
"2",12
"3",28
"4",19
"5",33
"6",11
"7",29
"8",8
"9",12
"10",18
"11",10
"12",11
"13",7
"14",25
"15",2
"16",21
"17",30
"18",32
"19",17
"20",25
"21",12
"22",35
"23",3
"24",8
"25",4
"26",7
"27",5
"28",21
"29",33
"30",20
"31",3
"32",14
"33",19
"34",34
"35",8
"36",23
"37",14
"38",2
"39",30
"40",3
"41",29
"42",32
"43",4
"44",25
"45",13
"46",8
"47",1
"48",7
"49",16
"50",10
"51",17
"52",8
"53",1
"54",1
"55",33
"56",34
"57",5
"58",16
"59",33
"60",34
