"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",23,11,20,11,23,28,25,10,27,31,5,25,5,15,31,6,25,20,14,14,22,27,15,10,33,26,17,27,5,5,31,7,28,9,23,5,33,17,16,35,27,18,11,34,35,13,5,8,5,24,27,5,16,14,13,8,14,10,6,13
"2",13,5,21,23,27,17,32,15,27,24,6,21,14,16,17,6,29,23,15,12,14,16,19,9,17,19,27,35,22,28,29,12,20,14,35,23,35,21,14,6,16,10,30,14,32,30,17,30,9,15,15,17,8,17,8,25,17,25,23,15
"3",27,26,10,34,17,17,6,28,23,23,26,14,33,30,15,27,7,21,25,20,14,11,17,30,8,19,28,19,26,33,8,20,31,30,12,8,6,8,31,7,25,24,27,13,35,30,21,28,28,5,35,19,32,12,18,14,16,30,21,31
"4",22,21,14,35,28,30,6,10,8,30,28,31,24,31,35,26,23,17,10,18,9,5,13,35,22,7,32,32,30,14,14,10,6,10,24,35,12,5,11,5,15,7,28,18,29,33,11,5,30,17,7,10,33,25,19,5,28,28,14,6
"5",22,26,35,30,20,26,9,7,30,14,33,25,24,22,33,18,29,16,22,25,28,23,33,14,31,10,33,9,24,10,10,14,11,28,7,5,33,22,6,18,23,23,14,9,8,16,25,17,16,5,35,16,10,34,32,11,27,25,24,30
"6",13,35,34,10,21,26,7,19,34,18,28,35,18,11,17,18,6,14,35,25,11,9,31,20,32,5,28,34,16,31,30,26,17,26,14,7,26,32,29,13,7,26,14,8,20,15,5,9,30,22,22,29,22,5,31,14,32,33,14,6
"7",16,35,15,10,28,30,21,12,7,31,24,14,12,33,28,19,16,14,9,17,6,5,8,30,16,5,16,34,29,14,34,8,26,5,10,30,31,6,30,9,31,20,25,21,20,8,17,35,19,10,19,31,17,12,24,22,18,24,18,11
"8",20,19,13,7,21,22,25,26,15,32,30,12,33,13,8,5,9,24,22,24,6,11,25,34,14,27,15,20,23,10,34,5,6,14,25,17,24,20,23,33,17,23,30,32,31,11,25,22,20,32,7,30,30,8,18,7,18,32,25,6
"9",12,28,35,9,5,21,8,18,23,24,11,14,24,26,20,18,30,26,18,22,34,22,21,15,33,6,18,10,13,9,14,8,33,6,5,7,35,17,16,10,22,20,25,15,7,11,31,10,22,32,13,19,30,31,26,27,28,12,11,9
"10",24,5,10,35,11,29,30,9,21,33,30,33,25,7,9,25,10,30,14,32,27,25,25,23,23,15,15,9,7,8,13,26,34,22,15,6,28,28,12,18,35,25,19,10,15,11,16,12,7,19,35,30,17,11,16,35,20,17,30,15
"11",21,33,26,17,25,17,13,16,10,16,13,27,29,14,16,20,9,16,23,16,5,24,23,25,26,28,5,11,28,28,29,9,32,13,32,19,29,25,31,16,10,7,22,21,22,11,20,14,35,26,16,10,18,25,32,32,23,29,23,16
"12",35,17,28,20,16,29,23,20,10,7,8,20,31,26,32,25,14,29,10,27,22,26,32,31,15,8,14,15,11,8,28,5,14,17,8,11,7,28,9,7,6,35,13,22,7,29,23,23,29,21,11,25,18,23,16,23,29,8,10,5
"13",9,28,35,23,23,32,5,19,32,26,17,15,9,11,8,32,6,27,18,12,26,5,33,20,13,23,18,34,31,21,16,20,31,20,29,34,32,16,11,20,34,15,31,32,19,10,11,27,18,30,8,22,28,23,5,29,10,11,19,23
"14",24,19,30,27,16,21,16,16,9,20,28,9,7,35,26,35,30,27,13,29,5,32,5,11,18,15,12,30,12,13,16,24,11,32,33,26,22,11,7,14,31,16,26,21,20,7,13,30,13,22,31,29,32,32,12,20,18,15,5,35
"15",9,30,35,13,7,8,22,23,26,33,9,26,18,33,25,6,25,31,19,9,25,17,10,29,5,34,30,6,22,11,10,27,24,26,34,25,25,8,18,24,13,8,20,32,20,28,14,25,11,24,27,27,7,9,5,10,23,27,28,19
"16",32,24,25,28,11,18,11,35,27,14,27,19,28,11,10,11,35,27,24,23,16,19,32,18,25,6,34,23,9,12,8,22,12,11,26,23,22,29,7,15,10,14,11,10,6,22,32,15,12,7,28,29,22,10,22,22,32,6,30,9
"17",14,35,33,14,13,19,7,16,10,7,34,32,30,30,8,9,27,15,7,28,9,8,28,5,32,27,16,26,33,31,30,30,12,28,31,6,34,7,26,25,32,20,33,23,25,15,6,14,8,28,14,7,21,14,9,28,32,34,17,13
"18",22,34,18,5,31,16,16,12,31,20,33,24,19,25,28,12,12,35,23,17,35,31,14,21,33,7,16,20,16,20,15,10,24,29,22,15,28,17,30,7,7,6,13,11,22,17,28,15,6,31,11,30,12,22,24,28,12,17,31,24
"19",18,27,8,24,30,35,26,23,21,8,21,16,20,13,17,27,12,12,34,21,8,27,22,24,16,15,25,15,17,30,14,16,6,17,24,22,8,34,33,10,24,34,18,17,7,17,7,9,26,33,6,22,28,7,16,18,7,28,9,16
"20",18,15,26,22,22,25,24,9,16,34,25,24,26,9,18,25,28,18,16,8,8,9,21,10,9,30,10,9,21,27,17,21,16,32,24,17,5,31,22,18,14,8,31,19,7,21,6,33,17,23,32,16,19,16,22,27,18,25,34,16
"21",32,16,10,14,23,31,25,19,17,15,27,5,18,10,18,8,18,27,19,19,8,15,15,16,30,35,30,15,18,22,29,28,33,27,28,32,34,11,17,16,24,8,35,19,11,28,14,26,9,34,14,18,24,29,28,29,5,6,24,35
"22",27,34,25,12,9,35,29,10,7,31,19,28,21,29,26,24,35,21,6,33,24,35,24,27,11,12,16,25,6,18,22,20,7,35,28,7,6,22,16,16,13,18,31,5,19,9,21,9,35,22,14,30,26,24,18,27,8,20,17,8
"23",9,35,16,27,29,29,35,33,22,21,32,35,18,10,23,25,18,29,17,22,13,24,27,21,12,13,21,35,21,12,33,22,34,25,22,9,20,34,32,13,20,33,9,19,23,6,32,5,7,26,27,32,15,8,19,16,24,16,14,30
"24",23,9,10,25,13,18,15,28,10,18,28,27,14,32,5,33,18,35,21,19,5,21,5,16,10,35,35,21,27,16,9,9,27,10,33,15,5,29,30,25,9,28,31,19,20,9,8,26,33,33,13,23,21,28,9,28,35,11,30,27
"25",9,5,5,19,14,10,12,20,8,33,28,7,34,14,7,7,18,23,20,16,21,35,18,30,19,21,29,26,7,29,5,23,24,25,25,6,10,30,15,28,8,23,34,17,8,35,9,12,28,25,6,35,26,24,22,24,19,18,6,33
"26",10,6,11,25,33,17,6,6,23,32,34,24,19,20,21,18,16,22,12,17,17,34,8,31,24,9,10,5,23,27,24,6,8,19,29,13,6,29,18,9,25,25,26,26,21,20,30,15,24,8,5,35,35,31,24,9,18,10,15,21
"27",12,7,31,14,7,5,21,16,17,24,26,33,5,23,12,20,12,6,5,29,14,12,19,30,6,30,13,32,35,27,18,9,6,28,32,27,20,10,15,16,26,26,6,12,19,23,18,20,9,33,5,14,22,25,18,24,24,21,13,5
