"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1",12,15,14,17,30,22,20,9,18,29,9,32,22,35,7,11,19,12,27,28,19,32,19,25,23,7,23,12,31,23,35,35,16,29,9,25,31,18,30,11,12,11,14,13,15,23,34,16,21,34,22,17,25,32,13,22,21,16,17,14
"2",10,20,11,30,12,6,32,35,10,11,11,34,21,17,33,35,22,26,17,30,26,6,5,7,32,24,16,30,14,24,30,10,30,18,28,28,34,29,23,32,11,10,13,17,8,18,19,23,12,26,29,26,32,8,32,16,31,9,27,21
"3",9,15,31,12,28,25,31,15,34,19,17,27,14,19,20,31,10,8,26,27,25,16,5,30,35,23,24,26,9,22,6,30,30,16,32,17,26,28,15,33,32,20,7,35,17,13,34,27,8,19,18,33,9,34,10,33,14,30,18,32
"4",16,22,29,15,9,23,11,11,5,20,26,8,34,26,18,5,21,8,16,33,29,13,18,21,5,30,18,18,27,5,14,28,33,21,10,17,10,10,35,34,32,12,15,21,15,13,28,31,10,5,10,14,23,22,5,32,18,29,30,28
"5",19,15,28,34,35,27,9,7,25,26,30,34,31,16,35,5,22,5,27,19,32,22,5,33,26,18,5,14,17,27,15,11,24,16,35,32,10,8,10,16,24,6,29,33,10,29,16,29,7,25,34,21,32,14,17,34,25,22,5,29
"6",30,15,15,6,28,34,16,17,18,12,33,23,12,22,32,24,15,32,13,31,33,35,7,23,15,17,31,20,21,34,31,24,8,11,31,30,5,13,7,31,8,21,23,11,20,21,12,7,24,34,27,35,11,16,6,11,18,14,13,13
"7",33,19,11,16,6,11,26,33,15,32,22,11,18,5,15,34,16,27,33,29,28,13,23,22,10,21,8,16,32,30,33,9,28,13,35,19,25,24,29,14,9,17,35,13,6,9,25,13,6,5,31,34,34,35,13,12,15,6,6,34
"8",28,5,10,29,30,28,33,23,13,28,20,13,21,21,10,35,30,35,14,20,10,17,19,20,18,32,10,12,15,17,19,12,5,18,16,7,21,27,29,17,9,13,25,9,14,6,11,20,25,30,11,19,22,26,28,10,20,33,32,16
"9",5,6,16,25,9,33,23,23,30,8,5,7,8,26,6,7,23,21,18,24,7,10,25,33,31,5,25,19,15,27,20,27,27,31,22,27,18,8,15,31,5,7,22,21,22,12,23,22,22,7,27,13,16,26,7,14,33,7,23,15
"10",5,10,26,29,32,33,31,24,33,19,6,20,5,9,20,11,34,33,30,21,27,20,17,8,8,16,24,11,28,21,33,14,30,29,34,20,6,14,18,29,28,26,31,28,11,9,13,16,8,22,17,11,17,23,21,23,31,28,12,16
