"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",598,524,591,320,783,244,784,454,216,341,468,394,719,324,656,393,578,703,603,757,618,688,750,605,791,377,608,632,624,633
"2",272,397,775,209,232,455,272,782,331,464,510,622,248,264,646,721,507,520,506,676,731,518,334,425,764,635,624,494,760,318
"3",346,540,719,757,473,617,782,638,534,433,477,600,784,686,240,524,280,601,303,696,320,638,544,730,448,392,552,621,550,365
"4",762,611,243,665,572,768,564,403,676,592,717,583,790,532,322,376,354,303,520,597,221,487,756,221,634,310,666,354,703,722
"5",788,393,748,306,699,778,268,329,472,466,233,545,775,498,761,618,538,631,610,755,349,218,385,780,217,417,213,510,298,651
"6",555,583,659,223,652,509,210,650,539,659,270,371,248,659,286,700,750,395,517,715,305,588,467,723,616,693,729,566,717,716
"7",655,415,626,231,784,543,252,797,478,387,579,634,358,466,685,770,205,479,547,375,245,334,589,220,286,441,685,377,496,767
"8",664,558,245,322,499,378,572,704,639,367,688,383,448,423,610,311,781,590,459,666,443,561,698,317,691,603,567,653,656,620
"9",745,412,560,489,755,444,339,629,732,555,324,437,227,455,500,286,627,592,458,711,629,574,447,757,489,681,518,246,209,601
"10",544,238,367,223,681,606,494,563,258,335,475,649,667,671,483,418,728,570,683,579,373,737,443,455,232,517,366,449,429,280
"11",403,386,658,512,677,762,552,626,349,775,694,795,596,542,398,376,330,713,242,488,467,352,693,210,745,248,627,715,546,288
"12",292,569,421,447,659,410,370,712,407,226,520,259,489,654,708,523,521,572,358,576,481,539,630,433,230,405,490,200,348,797
"13",351,733,397,306,627,335,500,767,559,345,615,793,493,647,610,735,495,458,325,434,731,445,771,743,662,324,284,442,296,272
"14",783,560,400,356,568,738,725,514,686,730,315,743,741,640,242,539,461,750,570,344,432,271,636,495,422,552,726,542,227,573
"15",408,762,265,546,730,317,713,612,249,528,788,712,552,425,799,760,570,392,653,215,706,672,400,298,326,271,494,452,689,613
"16",714,359,645,426,741,733,531,414,327,436,508,262,695,329,743,469,309,246,652,604,232,223,403,288,498,694,279,285,539,361
"17",513,791,421,234,450,472,215,299,529,313,451,368,524,489,510,460,689,331,421,218,749,764,629,729,434,566,502,677,546,391
"18",664,632,754,283,562,249,645,593,538,316,318,750,224,756,489,514,340,272,549,799,299,238,439,694,561,604,704,374,637,264
"19",207,211,349,764,576,594,372,679,450,506,561,431,424,785,645,421,458,531,273,225,242,752,448,741,412,267,215,582,558,510
"20",324,345,289,222,575,659,623,669,395,555,773,527,602,379,530,578,758,492,657,731,635,580,302,686,278,529,307,268,617,290
"21",301,465,347,512,272,668,466,310,746,779,712,301,633,683,332,274,360,440,343,256,680,469,241,433,734,704,512,479,588,281
"22",708,327,282,772,345,608,384,250,306,688,503,205,310,646,455,424,628,317,287,212,780,396,241,246,290,800,385,726,518,511
"23",749,485,270,786,607,606,746,720,794,723,694,424,721,759,715,679,234,689,518,489,410,230,578,691,511,614,446,698,236,563
"24",663,455,401,800,581,672,798,522,259,556,329,207,353,668,472,227,559,680,767,638,783,258,616,356,474,490,404,322,634,380
"25",738,785,560,672,640,542,466,517,448,345,446,355,735,769,417,230,645,446,411,519,391,344,723,696,205,664,424,612,291,206
"26",450,218,584,573,220,597,592,514,244,680,397,341,546,607,667,266,769,441,711,399,349,628,278,479,764,224,639,724,208,612
"27",690,266,379,671,284,545,390,457,212,656,789,385,324,616,250,504,730,473,669,265,475,770,589,485,627,223,736,382,418,605
"28",314,262,231,446,573,749,736,508,750,727,544,304,261,460,556,286,585,713,269,471,560,584,698,540,250,359,636,273,423,658
"29",206,530,453,784,460,454,249,779,765,474,777,613,429,310,380,305,576,394,572,319,316,544,548,255,670,414,365,484,592,432
"30",474,655,394,275,498,616,696,573,692,261,726,586,369,484,712,348,440,589,796,338,568,717,591,683,693,627,640,600,328,734
